record_id,localized_code,base_code,country_code,country,country_group,title,doc_type,category,document_family,role_family,owner_channel,mailbox_function,filename,related_docs,keywords,region_scope,language,is_localized,active,version,zip_internal_path,source_zip,filename_is_exact,dummy_url
IN-HR-012,IN-HR-012,HR-012,IN,India,India,Benefits Enrollment and Life Event Changes,policy,Benefits,benefits,,benefits@company.com,benefits,HR-012_Benefits_Enrollment_and_Life_Event_Changes.docx,"IN-HR-011, IN-HR-013, IN-HR-018, IN-HR-047",India | Benefits | Benefits Enrollment and Life Event Changes,country_specific,English,True,True,1,HR-012_Benefits_Enrollment_and_Life_Event_Changes.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-012_Benefits_Enrollment_and_Life_Event_Changes.docx
IN-HR-013,IN-HR-013,HR-013,IN,India,India,"Medical, Dental, and Vision Benefits Guide",guide,Benefits,benefits,,benefits@company.com,benefits,"HR-013_Medical,_Dental,_and_Vision_Benefits_Guide.docx","IN-HR-011, IN-HR-012, IN-HR-017","India | Benefits | Medical, Dental, and Vision Benefits Guide",country_specific,English,True,True,1,"HR-013_Medical,_Dental,_and_Vision_Benefits_Guide.docx",hr_rag_50_docx_realistic_v2.zip,yes,"https://hr-docs.company.com/in/HR-013_Medical,_Dental,_and_Vision_Benefits_Guide.docx"
IN-HR-014,IN-HR-014,HR-014,IN,India,India,Mental Health and Wellness Support Policy,policy,Benefits,benefits,,benefits@company.com,benefits,HR-014_Mental_Health_and_Wellness_Support_Policy.docx,"IN-HR-011, IN-HR-017, IN-HR-018, IN-HR-045",India | Benefits | Mental Health and Wellness Support Policy,country_specific,English,True,True,1,HR-014_Mental_Health_and_Wellness_Support_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-014_Mental_Health_and_Wellness_Support_Policy.docx
IN-HR-015,IN-HR-015,HR-015,IN,India,India,Retirement Savings and Financial Wellbeing Policy,policy,Benefits,benefits,,benefits@company.com,benefits,HR-015_Retirement_Savings_and_Financial_Wellbeing_Policy.docx,"IN-HR-011, IN-HR-028, IN-HR-046",India | Benefits | Retirement Savings and Financial Wellbeing Policy,country_specific,English,True,True,1,HR-015_Retirement_Savings_and_Financial_Wellbeing_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-015_Retirement_Savings_and_Financial_Wellbeing_Policy.docx
IN-HR-016,IN-HR-016,HR-016,IN,India,India,Paid Time Off Accrual Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,HR-016_Paid_Time_Off_Accrual_Policy.docx,"IN-HR-020, IN-HR-021, IN-HR-022, IN-HR-038",India | Leave | Paid Time Off Accrual Policy,country_specific,English,True,True,1,HR-016_Paid_Time_Off_Accrual_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-016_Paid_Time_Off_Accrual_Policy.docx
IN-HR-017,IN-HR-017,HR-017,IN,India,India,Sick Leave and Medical Absence Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,HR-017_Sick_Leave_and_Medical_Absence_Policy.docx,"IN-HR-010, IN-HR-013, IN-HR-020, IN-HR-021",India | Leave | Sick Leave and Medical Absence Policy,country_specific,English,True,True,1,HR-017_Sick_Leave_and_Medical_Absence_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-017_Sick_Leave_and_Medical_Absence_Policy.docx
IN-HR-018,IN-HR-018,HR-018,IN,India,India,Parental Leave Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,HR-018_Parental_Leave_Policy.docx,"IN-HR-012, IN-HR-020, IN-HR-021, IN-HR-047",India | Leave | Parental Leave Policy,country_specific,English,True,True,1,HR-018_Parental_Leave_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-018_Parental_Leave_Policy.docx
IN-HR-019,IN-HR-019,HR-019,IN,India,India,Bereavement Leave Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,HR-019_Bereavement_Leave_Policy.docx,"IN-HR-020, IN-HR-021, IN-HR-047",India | Leave | Bereavement Leave Policy,country_specific,English,True,True,1,HR-019_Bereavement_Leave_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-019_Bereavement_Leave_Policy.docx
IN-HR-020,IN-HR-020,HR-020,IN,India,India,"Leave Approval, Documentation, and Scheduling Rules",policy,Leave,leave,,peopleteam@company.com,people_operations,"HR-020_Leave_Approval,_Documentation,_and_Scheduling_Rules.docx","IN-HR-016, IN-HR-017, IN-HR-018, IN-HR-019","India | Leave | Leave Approval, Documentation, and Scheduling Rules",country_specific,English,True,True,1,"HR-020_Leave_Approval,_Documentation,_and_Scheduling_Rules.docx",hr_rag_50_docx_realistic_v2.zip,yes,"https://hr-docs.company.com/in/HR-020_Leave_Approval,_Documentation,_and_Scheduling_Rules.docx"
IN-HR-021,IN-HR-021,HR-021,IN,India,India,Extended Leave and Return-to-Work Procedure,policy,Leave,leave,,peopleteam@company.com,people_operations,HR-021_Extended_Leave_and_Return-to-Work_Procedure.docx,"IN-HR-010, IN-HR-017, IN-HR-018, IN-HR-020",India | Leave | Extended Leave and Return-to-Work Procedure,country_specific,English,True,True,1,HR-021_Extended_Leave_and_Return-to-Work_Procedure.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-021_Extended_Leave_and_Return-to-Work_Procedure.docx
IN-HR-022,IN-HR-022,HR-022,IN,India,India,Holiday Calendar and Regional Observance Policy,policy,Leave,leave,,peopleteam@company.com,people_operations,HR-022_Holiday_Calendar_and_Regional_Observance_Policy.docx,"IN-HR-016, IN-HR-020, IN-HR-038",India | Leave | Holiday Calendar and Regional Observance Policy,country_specific,English,True,True,1,HR-022_Holiday_Calendar_and_Regional_Observance_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-022_Holiday_Calendar_and_Regional_Observance_Policy.docx
IN-HR-023,IN-HR-023,HR-023,IN,India,India,Payroll Schedule and Payslip Review Policy,process,Payroll,payroll,,payroll@company.com,payroll,HR-023_Payroll_Schedule_and_Payslip_Review_Policy.docx,"IN-HR-024, IN-HR-027, IN-HR-048, IN-HR-049",India | Payroll | Payroll Schedule and Payslip Review Policy,country_specific,English,True,True,1,HR-023_Payroll_Schedule_and_Payslip_Review_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-023_Payroll_Schedule_and_Payslip_Review_Policy.docx
IN-HR-024,IN-HR-024,HR-024,IN,India,India,Payroll Corrections and Escalation Procedure,policy,Payroll,payroll,,payroll@company.com,payroll,HR-024_Payroll_Corrections_and_Escalation_Procedure.docx,"IN-HR-023, IN-HR-025, IN-HR-027, IN-HR-048",India | Payroll | Payroll Corrections and Escalation Procedure,country_specific,English,True,True,1,HR-024_Payroll_Corrections_and_Escalation_Procedure.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-024_Payroll_Corrections_and_Escalation_Procedure.docx
IN-HR-025,IN-HR-025,HR-025,IN,India,India,Expense Reimbursement Policy,policy,Payroll,payroll,,payroll@company.com,payroll,HR-025_Expense_Reimbursement_Policy.docx,"IN-HR-024, IN-HR-026, IN-HR-049",India | Payroll | Expense Reimbursement Policy,country_specific,English,True,True,1,HR-025_Expense_Reimbursement_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-025_Expense_Reimbursement_Policy.docx
IN-HR-026,IN-HR-026,HR-026,IN,India,India,Travel and Business Expense Approval Rules,policy,Payroll,payroll,,payroll@company.com,payroll,HR-026_Travel_and_Business_Expense_Approval_Rules.docx,"IN-HR-025, IN-HR-049, IN-HR-050",India | Payroll | Travel and Business Expense Approval Rules,country_specific,English,True,True,1,HR-026_Travel_and_Business_Expense_Approval_Rules.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-026_Travel_and_Business_Expense_Approval_Rules.docx
IN-HR-027,IN-HR-027,HR-027,IN,India,India,"Overtime, Timekeeping, and Attendance Policy",policy,Payroll,payroll,,payroll@company.com,payroll,"HR-027_Overtime,_Timekeeping,_and_Attendance_Policy.docx","IN-HR-023, IN-HR-024, IN-HR-038","India | Payroll | Overtime, Timekeeping, and Attendance Policy",country_specific,English,True,True,1,"HR-027_Overtime,_Timekeeping,_and_Attendance_Policy.docx",hr_rag_50_docx_realistic_v2.zip,yes,"https://hr-docs.company.com/in/HR-027_Overtime,_Timekeeping,_and_Attendance_Policy.docx"
IN-HR-028,IN-HR-028,HR-028,IN,India,India,Compensation Review and Job Level Governance,process,Payroll,payroll,,payroll@company.com,payroll,HR-028_Compensation_Review_and_Job_Level_Governance.docx,"IN-HR-006, IN-HR-015, IN-HR-046",India | Payroll | Compensation Review and Job Level Governance,country_specific,English,True,True,1,HR-028_Compensation_Review_and_Job_Level_Governance.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-028_Compensation_Review_and_Job_Level_Governance.docx
IN-HR-029,IN-HR-029,HR-029,IN,India,India,Recruitment and Selection Standards,policy,Recruitment,recruitment,,recruitment@company.com,recruitment,HR-029_Recruitment_and_Selection_Standards.docx,"IN-HR-008, IN-HR-030, IN-HR-031, IN-HR-032",India | Recruitment | Recruitment and Selection Standards,country_specific,English,True,True,1,HR-029_Recruitment_and_Selection_Standards.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-029_Recruitment_and_Selection_Standards.docx
IN-HR-030,IN-HR-030,HR-030,IN,India,India,Candidate Data Privacy Notice,policy,Recruitment,recruitment,,recruitment@company.com,recruitment,HR-030_Candidate_Data_Privacy_Notice.docx,"IN-HR-029, IN-HR-031, IN-HR-032, IN-HR-033",India | Recruitment | Candidate Data Privacy Notice,country_specific,English,True,True,1,HR-030_Candidate_Data_Privacy_Notice.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-030_Candidate_Data_Privacy_Notice.docx
IN-HR-031,IN-HR-031,HR-031,IN,India,India,"Interviewing, Feedback, and Hiring Panel Procedure",policy,Recruitment,recruitment,,recruitment@company.com,recruitment,"HR-031_Interviewing,_Feedback,_and_Hiring_Panel_Procedure.docx","IN-HR-029, IN-HR-030, IN-HR-033","India | Recruitment | Interviewing, Feedback, and Hiring Panel Procedure",country_specific,English,True,True,1,"HR-031_Interviewing,_Feedback,_and_Hiring_Panel_Procedure.docx",hr_rag_50_docx_realistic_v2.zip,yes,"https://hr-docs.company.com/in/HR-031_Interviewing,_Feedback,_and_Hiring_Panel_Procedure.docx"
IN-HR-032,IN-HR-032,HR-032,IN,India,India,Background Verification and Pre-Employment Checks,policy,Recruitment,recruitment,,recruitment@company.com,recruitment,HR-032_Background_Verification_and_Pre-Employment_Checks.docx,"IN-HR-029, IN-HR-030, IN-HR-033",India | Recruitment | Background Verification and Pre-Employment Checks,country_specific,English,True,True,1,HR-032_Background_Verification_and_Pre-Employment_Checks.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-032_Background_Verification_and_Pre-Employment_Checks.docx
IN-HR-033,IN-HR-033,HR-033,IN,India,India,Offer Approval and Preboarding Process,process,Recruitment,recruitment,,recruitment@company.com,recruitment,HR-033_Offer_Approval_and_Preboarding_Process.docx,"IN-HR-030, IN-HR-032, IN-HR-034",India | Recruitment | Offer Approval and Preboarding Process,country_specific,English,True,True,1,HR-033_Offer_Approval_and_Preboarding_Process.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-033_Offer_Approval_and_Preboarding_Process.docx
IN-HR-034,IN-HR-034,HR-034,IN,India,India,Onboarding First 30 Days Policy,policy,Onboarding,onboarding,,onboarding@company.com,onboarding,HR-034_Onboarding_First_30_Days_Policy.docx,"IN-HR-033, IN-HR-035, IN-HR-039, IN-HR-049",India | Onboarding | Onboarding First 30 Days Policy,country_specific,English,True,True,1,HR-034_Onboarding_First_30_Days_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-034_Onboarding_First_30_Days_Policy.docx
IN-HR-035,IN-HR-035,HR-035,IN,India,India,Probation Review and Confirmation Process,process,Onboarding,onboarding,,onboarding@company.com,onboarding,HR-035_Probation_Review_and_Confirmation_Process.docx,"IN-HR-034, IN-HR-042, IN-HR-043",India | Onboarding | Probation Review and Confirmation Process,country_specific,English,True,True,1,HR-035_Probation_Review_and_Confirmation_Process.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-035_Probation_Review_and_Confirmation_Process.docx
IN-HR-036,IN-HR-036,HR-036,IN,India,India,Remote Work Eligibility and Expectations Policy,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,HR-036_Remote_Work_Eligibility_and_Expectations_Policy.docx,"IN-HR-037, IN-HR-038, IN-HR-039, IN-HR-040",India | HR Operations | Remote Work Eligibility and Expectations Policy,country_specific,English,True,True,1,HR-036_Remote_Work_Eligibility_and_Expectations_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-036_Remote_Work_Eligibility_and_Expectations_Policy.docx
IN-HR-037,IN-HR-037,HR-037,IN,India,India,Hybrid Work Coordination Policy,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,HR-037_Hybrid_Work_Coordination_Policy.docx,"IN-HR-036, IN-HR-038, IN-HR-049",India | HR Operations | Hybrid Work Coordination Policy,country_specific,English,True,True,1,HR-037_Hybrid_Work_Coordination_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-037_Hybrid_Work_Coordination_Policy.docx
IN-HR-038,IN-HR-038,HR-038,IN,India,India,Working Hours and Availability Expectations,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,HR-038_Working_Hours_and_Availability_Expectations.docx,"IN-HR-016, IN-HR-022, IN-HR-027, IN-HR-036",India | HR Operations | Working Hours and Availability Expectations,country_specific,English,True,True,1,HR-038_Working_Hours_and_Availability_Expectations.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-038_Working_Hours_and_Availability_Expectations.docx
IN-HR-039,IN-HR-039,HR-039,IN,India,India,"IT Access, Identity, and Acceptable Use Policy",policy,HR Operations,hr_operations,,itsupport@company.com,it_support,"HR-039_IT_Access,_Identity,_and_Acceptable_Use_Policy.docx","IN-HR-034, IN-HR-036, IN-HR-040, IN-HR-047","India | HR Operations | IT Access, Identity, and Acceptable Use Policy",country_specific,English,True,True,1,"HR-039_IT_Access,_Identity,_and_Acceptable_Use_Policy.docx",hr_rag_50_docx_realistic_v2.zip,yes,"https://hr-docs.company.com/in/HR-039_IT_Access,_Identity,_and_Acceptable_Use_Policy.docx"
IN-HR-040,IN-HR-040,HR-040,IN,India,India,Information Security Awareness for Employees,policy,HR Operations,hr_operations,,itsupport@company.com,it_support,HR-040_Information_Security_Awareness_for_Employees.docx,"IN-HR-036, IN-HR-039, IN-HR-041, IN-HR-047",India | HR Operations | Information Security Awareness for Employees,country_specific,English,True,True,1,HR-040_Information_Security_Awareness_for_Employees.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-040_Information_Security_Awareness_for_Employees.docx
IN-HR-041,IN-HR-041,HR-041,IN,India,India,Employee Records Management Policy,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,HR-041_Employee_Records_Management_Policy.docx,"IN-HR-010, IN-HR-030, IN-HR-039, IN-HR-047",India | HR Operations | Employee Records Management Policy,country_specific,English,True,True,1,HR-041_Employee_Records_Management_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-041_Employee_Records_Management_Policy.docx
IN-HR-042,IN-HR-042,HR-042,IN,India,India,Manager Responsibilities in People Operations,policy,HR Operations,hr_operations,,peopleteam@company.com,people_operations,HR-042_Manager_Responsibilities_in_People_Operations.docx,"IN-HR-020, IN-HR-035, IN-HR-043, IN-HR-049",India | HR Operations | Manager Responsibilities in People Operations,country_specific,English,True,True,1,HR-042_Manager_Responsibilities_in_People_Operations.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-042_Manager_Responsibilities_in_People_Operations.docx
IN-HR-043,IN-HR-043,HR-043,IN,India,India,Performance Improvement and Corrective Action Policy,policy,Employee Relations,employee_relations,,peopleteam@company.com,people_operations,HR-043_Performance_Improvement_and_Corrective_Action_Policy.docx,"IN-HR-001, IN-HR-003, IN-HR-004, IN-HR-042",India | Employee Relations | Performance Improvement and Corrective Action Policy,country_specific,English,True,True,1,HR-043_Performance_Improvement_and_Corrective_Action_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-043_Performance_Improvement_and_Corrective_Action_Policy.docx
IN-HR-044,IN-HR-044,HR-044,IN,India,India,Internal Mobility and Role Change Procedure,policy,HR Operations,hr_operations,,talentdevelopment@company.com,talent_development,HR-044_Internal_Mobility_and_Role_Change_Procedure.docx,"IN-HR-028, IN-HR-034, IN-HR-035, IN-HR-045",India | HR Operations | Internal Mobility and Role Change Procedure,country_specific,English,True,True,1,HR-044_Internal_Mobility_and_Role_Change_Procedure.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-044_Internal_Mobility_and_Role_Change_Procedure.docx
IN-HR-045,IN-HR-045,HR-045,IN,India,India,Learning and Development Support Policy,policy,HR Operations,hr_operations,,talentdevelopment@company.com,talent_development,HR-045_Learning_and_Development_Support_Policy.docx,"IN-HR-009, IN-HR-014, IN-HR-044, IN-HR-046",India | HR Operations | Learning and Development Support Policy,country_specific,English,True,True,1,HR-045_Learning_and_Development_Support_Policy.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-045_Learning_and_Development_Support_Policy.docx
IN-HR-046,IN-HR-046,HR-046,IN,India,India,"Recognition, Awards, and Spot Bonus Guidelines",guide,Benefits,benefits,,benefits@company.com,benefits,"HR-046_Recognition,_Awards,_and_Spot_Bonus_Guidelines.docx","IN-HR-015, IN-HR-028, IN-HR-045","India | Benefits | Recognition, Awards, and Spot Bonus Guidelines",country_specific,English,True,True,1,"HR-046_Recognition,_Awards,_and_Spot_Bonus_Guidelines.docx",hr_rag_50_docx_realistic_v2.zip,yes,"https://hr-docs.company.com/in/HR-046_Recognition,_Awards,_and_Spot_Bonus_Guidelines.docx"
IN-HR-047,IN-HR-047,HR-047,IN,India,India,Offboarding and Exit Clearance Procedure,policy,Offboarding,offboarding,,peopleteam@company.com,people_operations,HR-047_Offboarding_and_Exit_Clearance_Procedure.docx,"IN-HR-012, IN-HR-018, IN-HR-039, IN-HR-048",India | Offboarding | Offboarding and Exit Clearance Procedure,country_specific,English,True,True,1,HR-047_Offboarding_and_Exit_Clearance_Procedure.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-047_Offboarding_and_Exit_Clearance_Procedure.docx
IN-HR-048,IN-HR-048,HR-048,IN,India,India,"Final Pay, Asset Return, and Separation Policy",policy,Offboarding,offboarding,,peopleteam@company.com,people_operations,"HR-048_Final_Pay,_Asset_Return,_and_Separation_Policy.docx","IN-HR-023, IN-HR-024, IN-HR-047","India | Offboarding | Final Pay, Asset Return, and Separation Policy",country_specific,English,True,True,1,"HR-048_Final_Pay,_Asset_Return,_and_Separation_Policy.docx",hr_rag_50_docx_realistic_v2.zip,yes,"https://hr-docs.company.com/in/HR-048_Final_Pay,_Asset_Return,_and_Separation_Policy.docx"
IN-HR-049,IN-HR-049,HR-049,IN,India,India,Common Employee Questions and Contact Guide,faq_guide,People Team,people_team,,peopleteam@company.com,people_operations,HR-049_Common_Employee_Questions_and_Contact_Guide.docx,"IN-HR-011, IN-HR-016, IN-HR-023, IN-HR-034",India | People Team | Common Employee Questions and Contact Guide,country_specific,English,True,True,1,HR-049_Common_Employee_Questions_and_Contact_Guide.docx,hr_rag_50_docx_realistic_v2.zip,yes,https://hr-docs.company.com/in/HR-049_Common_Employee_Questions_and_Contact_Guide.docx
IN-HR-050,IN-HR-050,HR-050,IN,India,India,"Policy Exception, Approval, and Governance Framework",policy,Compliance,compliance,,compliance@company.com,compliance,"HR-050_Policy_Exception,_Approval,_and_Governance_Framework.docx","IN-HR-004, IN-HR-006, IN-HR-026, IN-HR-049","India | Compliance | Policy Exception, Approval, and Governance Framework",country_specific,English,True,True,1,"HR-050_Policy_Exception,_Approval,_and_Governance_Framework.docx",hr_rag_50_docx_realistic_v2.zip,yes,"https://hr-docs.company.com/in/HR-050_Policy_Exception,_Approval,_and_Governance_Framework.docx"
IN-HR-051,IN-HR-051,HR-051,IN,India,India,Career Architecture - Data Analyst,career_architecture,Talent Development,talent_development,Data & Analytics,talentdevelopment@company.com,talent_development,IN-HR-051_Career_Architecture_Data_Analyst.docx,"IN-HR-035, IN-HR-042, IN-HR-049, IN-HR-050",India | Talent Development | Career Architecture - Data Analyst | Data & Analytics,country_specific,English,True,True,1,India/IN-HR-051_Career_Architecture_Data_Analyst.docx,hr_career_architecture_25_docx.zip,yes,https://hr-docs.company.com/in/IN-HR-051_Career_Architecture_Data_Analyst.docx
IN-HR-052,IN-HR-052,HR-052,IN,India,India,Career Architecture - Data Scientist,career_architecture,Talent Development,talent_development,Data Science,talentdevelopment@company.com,talent_development,IN-HR-052_Career_Architecture_Data_Scientist.docx,"IN-HR-035, IN-HR-042, IN-HR-049, IN-HR-050",India | Talent Development | Career Architecture - Data Scientist | Data Science,country_specific,English,True,True,1,India/IN-HR-052_Career_Architecture_Data_Scientist.docx,hr_career_architecture_25_docx.zip,yes,https://hr-docs.company.com/in/IN-HR-052_Career_Architecture_Data_Scientist.docx
